path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
src/app/diag/src/diag_diag.c	file	14848	10d77dc03b5f47842f344e168a5e9e46c48cc75231976d5070bdc0ed037255ee		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_dot1x.c	file	28432	173ad8407a0d0d43ae9a7ae487db24d9ef3c565c6cece16a69cd16295e7bf252		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_eee.c	file	5303	c83b576441245fcf846852bfbcfddbc1801ab49a8f1afc0e903a99cb55f328bf		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_filter.c	file	200474	e2df3447398a3e8a36ab4bcad6b2af9aeee7852af772b06a16453a15590f970d		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_flowctrl.c	file	54159	fb4b3dd9987315ccb0ff145fbddb37d32a72ec302c4360d7bb0cf621be6c9d71		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_gpio.c	file	6153	1113a93598f81a6ca7b5236438c571f25b7fb4b81d502f4777a6c3bc3171bfb8		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_l2.c	file	297007	cfa87bf9563df59f97c97417632e853750ec6ea57c0ec37a8a3318c5e2a7e98f		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_l3.c	file	19841	f9099c1e68271c057514c8cd036f080613cb78456a1beddf777586be33c06639		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_led.c	file	14421	46a5fd11e2f4582b12e111fb2bb70a1074d4c02b4385f945249484b92f2bbfb4		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_main.c	file	3022	0561f4240d82645fe68a52038cca51b68aae332013f9ec64bf583c3d583455ce		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_mirror.c	file	43290	c46ce183857091203a8ce1cd95e76e5532a5ea0483646535318fa0909698d965		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_mpls.c	file	6099	6d6b0550a8fa6cafb77665b1cf28cb27d4ff4922d0bfe3c2b3bd2a04c431a2d1		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_nic.c	file	19660	f2e7e59ecd9beee98aebbfd632342575c9a67fd63af0b32fea7b133b7aa5e115		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_oam.c	file	128886	4ddda4bf3a6145f58b75f6b67facea41dfd2e6b670d6fccb8070ff25509a1e25		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_om.c	file	2568	03e7d62eb4f7a9846f6d6a25743a3417ccf9f924ab3b9826e6dac1f00859ad60		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_pie.c	file	238786	2a4d2a6bd2170a58adeed0f7570f61a8485e5fda214fd287ca5f35ad29e517fe		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_port.c	file	91949	248dd67ae83d921ba4d532f0db53863e6512ac8977903b941d1ad02670969329		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_qos.c	file	133397	f7bad0602bda418328885490cb0aafe92906e330b5fa18491a9ed4762bc4b300		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_rate.c	file	73111	7734313fbe226f87e3df29b776c850f1bf6349f5f5dfb24341e86b228b31582c		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_reg.c	file	7731	2eccc7146225f851dad438a4bebdc4ff1c19a7e4390eb4ec2ae71b725bebbca2		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_rtl8231.c	file	22357	6937021b117c5262fa1ae43b050f477fdb2935e03f9a2dcd351196123a60f5fd		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_sdk.c	file	3482	a0a698b7c414ecff1d9cb737504741c8d77604bb44df12903c45fc37b67b836a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_sec.c	file	22001	e7c98feab9660645159bb2deab5b53b9ea2b039ea6d75d302f2097ad15a79b2d		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_smi.c	file	6495	75e044880055a5d9e5148a76520c2953527f3d5ae1b9a3838ea457f9ebcaeb1b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_stp.c	file	6094	2b760b58546a4fc26b0927b3c569d1f0f287624d267d38f80df54ecdc6f7e4c4		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_svlan.c	file	13237	a9c1ce9786fcf1ecfce22599a006b27bdf9685d7fe49428cc97ba81d4b5f73b2		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_switch.c	file	39489	5ed757ad9a0d6122da465b3f71bbd570d66c2e1b270108867bc78ce52834687f		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_time.c	file	6523	5bcf4ccf1c768bc8d233b114a3eeac4275a677dad5714af66cb3cb34e034b795		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_trap.c	file	182990	b492704837364a982cbf27c9e1dff54815904951fd3b5784ff1dd3b5599f92a5		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_trunk.c	file	33854	3bd43d6e0c795dbaa975e71a3918d68dfe58700d14ef4582c92d12caeb474616		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_util.c	file	25469	2573f5e18540fe0f88b694375b5af80a7e848a81944354da9d3311be7ad7bfbe		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/diag_vlan.c	file	144659	e343f2b1a680f4353348223ee2e3ba283233a378859f764a242adc183115ec61		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/ext/diag_ext_8380.c	file	3148	6094c174f648ff2aeb832db3f1da7ee8191f1a2db0e1d5418e86de803acfb703		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/ext/diag_ext_8390.c	file	126824	a6ac5263e8adb9d642a6f58bdc7020102a4fbd5d6da955c1aff57d5f6db42282		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser.c	file	31981	33d8c8a3974d6e2d39928097fe03c4c6d0d35c92a7dc40177afa780ee6d7f211		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser_fsm.c	file	20244	e479cd3088f04a1f5ebccd081cc2d1342940910a36fe2129448115df6dfc451f		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser_io_unix.c	file	6113	4ad2776a4ecd36566035346bb384c3605fca4e9f12d2b3ec088e1190b4894552		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser_line.c	file	10479	f02d79bca50dea7a148275b2cb9542a3126ba2545ae59c7c810ec43e84b20ed5		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser_token.c	file	35357	c011797d6d22367bd67dbdfe52f9ad034f070b3808610ab9e114ac6fba77c81c		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag/src/parser/cparser_token_tbl.c	file	3716	fe8519db062d67bb50e573f3475b7c8c729239833819b730316490345b2e82c1		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/Makefile	file	172	478a6aab799a2425d43466716a271f36154b35bbcb11eab347776d255156a322		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/acl.cli	file	56673	dc900c8d6ef1d1ae61902a8bfde51e392aaef26ca3a77dce240aadddbb14476e		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/counter.cli	file	5271	a44f6b0eee492796467bfc449dda9db53f86f11c7052bafc45d7e73d3b496c7a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/debug.cli	file	5893	7b0717b11fae51948eec83591e20bb9eebc3900fdb980d07fc0c38d94ef6707a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/diag.cli	file	4948	b7c1bf809e717dca19d069ecd0f928b08dff8779878fd878e6196a554e4c7c46		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/diag_shell.cli	file	1767	cf960b42ffaa903de42bfb5b9e84ed7ab072d58deafb51664844d5ef5a81b574		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/dot1x.cli	file	6530	693c2cb0a4cceeef6148ae2ac4d0d1e6ceb68726f86d900212d3cf22b45660dd		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/eee.cli	file	1598	aae63146bc5c887840e9350dd9ce127af019fb66d00266d13c600b3a746d237c		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/ext/ext_8380.cli	file	1108	4b3bfce8e0d904e906be991546171be76fde2c168171fc127b42fb89dadd6454		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/ext/ext_8390.cli	file	25449	2158945db8c98c1456492d6d8b82f6b6a46f901079c49812616511029b89e8fe		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/filter.cli	file	25280	3903743208e73eb1e73269a0b11bc5daac3439ca91ff6d0975419ae750784fcd		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/flowctrl.cli	file	34375	42005155466e7dd83c3137ca1b076e42babbcc307b3bbbe33949e901cb4ec7ed		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/gpio.cli	file	3925	c4f5090b1cfde2c679f58c97ad05e4088eab015c5133eb6ab61a8978fe181750		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/l2.cli	file	55103	a5ec1880b6991aa57a11d85a8b2f61b6f1f2ec1b223203afe4e49c62d27d941a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/l3.cli	file	4270	16eb8b44e970cc025f5cec227f1b7e2c7ef9ff3f536645f3f087557fd64ea664		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/led.cli	file	3786	f0d844e3b468dbf47e442e17a39ddebd1024c28cfacb6535aaa08fa4134820e3		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/mirror.cli	file	11609	c01710591b6accfa37d317d29d78e929d2ba13074195dfd74e54fb88675f32c1		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/mpls.cli	file	1963	102e5589f5e6ed0c47a00662f8cef6d7c195de5c9d5725b3dab4bd1d3fb46314		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/nic.cli	file	3935	118f8f30d1ad81385ca5e9dc173c4c889838b018c668404610b9d34d642cc332		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/oam.cli	file	30646	acdb364c6ed1a9c757db9a6b4dbc05f2229b5dfc5bac0c0f27ce1eff0fab90c2		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/pie.cli	file	39216	c410ed2a82ae73560b8f33e671d919f1c0ac7d7a41ad512f1343f1866b2f7480		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/port.cli	file	26422	37e7fd6e2bdbfd4e8fb2e87e73da3efaceb65de8cee0288b5be90773e9ca6cbf		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/qos.cli	file	60275	1311a9a501b3d3e9bf790969346b3ecf8697950e437c5238dfca884611412dde		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/rate.cli	file	23325	8b320d3533d208fcf8d390bd36ea040bdaefcb76bd4a543457bc87485ccdbcab		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/reg.cli	file	1077	4ac33f4b1f07930013693545592a803738cb9c6382647d8da4292b7a8be448af		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/rtl8231.cli	file	8725	e7682aa8a66d82422623428e5ce7872e22e17400646a3103a5718db3b5e7d473		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/script/mk_parser.py	file	35903	b1415eed9addc107beb606e9c634a3f244e192e87a19dc93de7edc4f33f62d0a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/sdk.cli	file	1228	b7adce50988c0e70732f8b932f6ab98a40d3de51199d991674f1793c0fa2f508		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/sec.cli	file	6727	23193ef6d189c8a7acf3db5d66bf7d9cd3be225f7702f9fd8c19121ff13787f2		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/smi.cli	file	2060	83885751a3f1d3419dcbe215a5e1f4ae1d671db4bcdcc88b89c6573f8f9a6215		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/stp.cli	file	1677	36d4226fe1a9f12fa221b98e3911a3800b5d63057f2d633082691a2c074cf3e7		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/svlan.cli	file	3153	088392c010a038c4e13d24dc927e55dc85a66774115b3074437d7676e8a64ba2		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/switch.cli	file	11764	4d3c97b165df477c1bc31029cb5973b1cc0c46319217fc0c60c02e0b6bfe7d8e		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/time.cli	file	3668	81e908c5841ac864649e63a81d4e23997a51724a7ac297b258d059befe54dcae		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/trap.cli	file	52757	63cb6488ab32e5047479d9601d5ff0bd24eff57da8348a4f9e11cae6188725cd		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/trunk.cli	file	10275	093dd4eb737549a1d8680cfcd1f853716b877ebebe03c2a5e9a28a91f38c393b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/uart.cli	file	1504	0392011423c682cfd773cf84701f462b6067bc71baaf927eb2eff5d5b81e9740		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/config/vlan.cli	file	44857	edbcf489def39a9353ff7995adc11b488d588010f85b91a25b8e2b3faf289f1b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/diag_debug.h	file	710	63ec2a9cdca204fb7aaa40df0579c78fb8a19d76048216495eecb75e67305bc0		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/diag_om.h	file	1877	c0f82e263e23b5150de611b8d6de02b6c7ab721d06e9f27a58eb07b81f3a01e5		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/diag_str.h	file	887	ab72a380cb3c0fe7025b3228389b4f108b5481ebd9dfb304fee440ea03cac927		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/diag_util.h	file	6292	13142a00ebafb67c1530e375df1a39e31333fa05b0b29882d723aabe793f5e84		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/flag/cmd_flag.h	file	1220	157a14d9a7bff786d91a858e2855ace9a3e4ccabbabb0a79051df32c9089a83b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/flag/cmd_flag_rtl8328.h	file	115497	63ba2ec871d6717a6d14cd05af23806aec434cd64fe91c43164ee58208e9c429		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/app/diag_v2/include/flag/cmd_flag_rtl8380.h	file	117038	81f080b12d4a792f15e2402bfa26eb12fa0744b7e76df1d6485fd4dea1db1e84		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/flag/cmd_flag_rtl8389.h	file	6458	6ec22a3e5881ecfceb17555f5d1533b6f21ff64b8732da5ec920649091efb6d0		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/app/diag_v2/include/flag/cmd_flag_rtl8390.h	file	102720	c28b7e2e86de22d6c3cdb45516e9f31579ac28e1fc2417c611401f7d0343c4b8		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/flag/cmd_flag_rtl83xx_superset_undef.h	file	114065	c85e99d447ac56f6b8add4ff2e71c06715f4a9582fc565437f4e94531bd4e568		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser.h	file	33197	e1293ac96f271acdaf26f0c3a87f1533e81326cf4980b75ae0e5cd77ff96ab64		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_fsm.h	file	2981	64cc290f224a1ad5250531de3765a7e7d15b88baa365b25d5170eee11fdae0be		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_io.h	file	3988	2ac225c3f6a9c55ee19f38441275b106a91c38de0744dff3bfddb696d7f3f357		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_line.h	file	5795	470cb872cb9828e4e27219bb26116e2c158199f789588808eed724853db07338		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_options.h	file	2565	d130c0790c520ce7b6d41cfe0a1a75a1f4b119d714a566d1a98a85053cfd98af		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_priv.h	file	2822	40f7af072526a2bfb4d2d18794093216f1d8a723a81c94cc1f3fab3546dfd5f6		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/include/parser/cparser_token.h	file	9462	99b110081763fb7d75f0d4827115ee4700f4570a7e70326706b28bdb5519ed7d		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/Makefile	file	133	f1a0b3adb1061bf0ed4b28a1fb4dba8356fafc94924b21f827581186b81e98f0		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_acl.c	file	271172	5369a1109df706819e7d3a579196d1e9afe80bda7546a7c21aabbe06df601dbc		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_cmd.c	file	2074	19716c2a8bd2f4dc0c32ec3d04b1f5a1c9c81446b1a91efbe9fd7c2a1d0bdd7a		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_counter.c	file	49409	15c475ddd2f80780e2558eee9a37695845fb3f938bc00534406ea0fcd91a7097		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_debug.c	file	57193	4b8f1510c2df98b3bf62a8b5de24103aa8b616ecca298f0fb8352b908e2cf426		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_diag.c	file	33467	b568ffbf5c8a965509cc75d3ce3331adc1a005c7798db74c4e628a7acad16f4e		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_dot1x.c	file	28432	23ce9ef4903cf428abca700492b37ce58c4317fc36250e33b6c533e3a83398ad		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_eee.c	file	5618	6c23ec868a24499d3e1b7094165fd0a1485dba40e0dc7527ff4620a5b3cfb2da		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_filter.c	file	200474	255cd85352e5c51e4500b0b445190cf2bed3dbca83a2ce6ffb95be01a557b339		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_flowctrl.c	file	112350	caca8dd296869a37bd7d8db5c1f9c8a127ec363a12f362a30c5230c250697181		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_gpio.c	file	10813	8698367377887d76e56a63dcef5e607b50d3f211c0caa3241d2ad6549e0be42d		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_l2.c	file	313770	ee989bd1d5bd68d9b4883b56e90d453b9224f53633d15db2fdbc7339a1ab83e1		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
